0	 0.95	 0	 0.95	 0.95
0.00249377	 0.950074	 0	 0.950074	 0.950074
0.00498753	 0.950149	 0	 0.950149	 0.950149
0.0074813	 0.950223	 0	 0.950223	 0.950223
0.00997506	 0.950298	 0	 0.950298	 0.950298
0.0124688	 0.950372	 0	 0.950372	 0.950372
0.0149626	 0.950446	 0	 0.950446	 0.950446
0.0174564	 0.950521	 0	 0.950521	 0.950521
0.0199501	 0.950595	 0	 0.950595	 0.950595
0.0224439	 0.950669	 0	 0.950669	 0.950669
0.0249377	 0.950744	 0	 0.950744	 0.950744
0.0274314	 0.950818	 0	 0.950818	 0.950818
0.0299252	 0.950892	 0	 0.950892	 0.950892
0.032419	 0.950966	 0	 0.950966	 0.950966
0.0349127	 0.95104	 0	 0.95104	 0.95104
0.0374065	 0.951114	 0	 0.951114	 0.951114
0.0399002	 0.951188	 0	 0.951188	 0.951188
0.042394	 0.951262	 0	 0.951262	 0.951262
0.0448878	 0.951335	 0	 0.951335	 0.951335
0.0473815	 0.951409	 0	 0.951409	 0.951409
0.0498753	 0.951482	 0	 0.951482	 0.951482
0.0523691	 0.951556	 0	 0.951556	 0.951556
0.0548628	 0.951629	 0	 0.951629	 0.951629
0.0573566	 0.951703	 0	 0.951703	 0.951703
0.0598504	 0.951776	 0	 0.951776	 0.951776
0.0623441	 0.951849	 0	 0.951849	 0.951849
0.0648379	 0.951922	 0	 0.951922	 0.951922
0.0673317	 0.951995	 0	 0.951995	 0.951995
0.0698254	 0.952067	 0	 0.952067	 0.952067
0.0723192	 0.95214	 0	 0.95214	 0.95214
0.074813	 0.952212	 0	 0.952212	 0.952212
0.0773067	 0.952285	 0	 0.952285	 0.952285
0.0798005	 0.952357	 0	 0.952357	 0.952357
0.0822943	 0.952429	 0	 0.952429	 0.952429
0.084788	 0.952501	 0	 0.952501	 0.952501
0.0872818	 0.952572	 0	 0.952572	 0.952572
0.0897756	 0.952644	 0	 0.952644	 0.952644
0.0922693	 0.952715	 0	 0.952715	 0.952715
0.0947631	 0.952787	 0	 0.952787	 0.952787
0.0972569	 0.952858	 0	 0.952858	 0.952858
0.0997506	 0.952929	 0	 0.952929	 0.952929
0.102244	 0.952999	 0	 0.952999	 0.952999
0.104738	 0.95307	 0	 0.95307	 0.95307
0.107232	 0.95314	 0	 0.95314	 0.95314
0.109726	 0.95321	 0	 0.95321	 0.95321
0.112219	 0.95328	 0	 0.95328	 0.95328
0.114713	 0.95335	 0	 0.95335	 0.95335
0.117207	 0.95342	 0	 0.95342	 0.95342
0.119701	 0.953489	 0	 0.953489	 0.953489
0.122195	 0.953558	 0	 0.953558	 0.953558
0.124688	 0.953627	 0	 0.953627	 0.953627
0.127182	 0.953696	 0	 0.953696	 0.953696
0.129676	 0.953764	 0	 0.953764	 0.953764
0.13217	 0.953832	 0	 0.953832	 0.953832
0.134663	 0.9539	 0	 0.9539	 0.9539
0.137157	 0.953968	 0	 0.953968	 0.953968
0.139651	 0.954035	 0	 0.954035	 0.954035
0.142145	 0.954103	 0	 0.954103	 0.954103
0.144638	 0.95417	 0	 0.95417	 0.95417
0.147132	 0.954236	 0	 0.954236	 0.954236
0.149626	 0.954303	 0	 0.954303	 0.954303
0.15212	 0.954369	 0	 0.954369	 0.954369
0.154613	 0.954435	 0	 0.954435	 0.954435
0.157107	 0.954501	 0	 0.954501	 0.954501
0.159601	 0.954566	 0	 0.954566	 0.954566
0.162095	 0.954631	 0	 0.954631	 0.954631
0.164589	 0.954696	 0	 0.954696	 0.954696
0.167082	 0.954761	 0	 0.954761	 0.954761
0.169576	 0.954825	 0	 0.954825	 0.954825
0.17207	 0.954889	 0	 0.954889	 0.954889
0.174564	 0.954953	 0	 0.954953	 0.954953
0.177057	 0.955016	 0	 0.955016	 0.955016
0.179551	 0.955079	 0	 0.955079	 0.955079
0.182045	 0.955142	 0	 0.955142	 0.955142
0.184539	 0.955204	 0	 0.955204	 0.955204
0.187032	 0.955266	 0	 0.955266	 0.955266
0.189526	 0.955328	 0	 0.955328	 0.955328
0.19202	 0.95539	 0	 0.95539	 0.95539
0.194514	 0.955451	 0	 0.955451	 0.955451
0.197007	 0.955511	 0	 0.955511	 0.955511
0.199501	 0.955572	 0	 0.955572	 0.955572
0.201995	 0.955632	 0	 0.955632	 0.955632
0.204489	 0.955692	 0	 0.955692	 0.955692
0.206983	 0.955751	 0	 0.955751	 0.955751
0.209476	 0.95581	 0	 0.95581	 0.95581
0.21197	 0.955869	 0	 0.955869	 0.955869
0.214464	 0.955927	 0	 0.955927	 0.955927
0.216958	 0.955985	 0	 0.955985	 0.955985
0.219451	 0.956043	 0	 0.956043	 0.956043
0.221945	 0.9561	 0	 0.9561	 0.9561
0.224439	 0.956157	 0	 0.956157	 0.956157
