0.001	 0.001	 0.001032	 0.001032
0.00201	 0.00101	 0.001127	 0.002159
0.0030301	 0.0010201	 0.001138	 0.003297
0.00426646	 0.00123636	 0.000971	 0.004268
0.00551519	 0.00124872	 0.001101	 0.005369
0.0067764	 0.00126121	 0.001007	 0.006376
0.00830499	 0.00152859	 0.000788	 0.007164
0.00984886	 0.00154387	 0.000787	 0.007951
0.0114082	 0.00155931	 0.000788	 0.008739
0.0132981	 0.00188989	 0.000792	 0.009531
0.0152069	 0.00190879	 0.000787	 0.010318
0.0171347	 0.00192787	 0.000791	 0.011109
0.0190819	 0.00194715	 0.00105	 0.012159
0.0210485	 0.00196663	 0.001049	 0.013208
0.0230348	 0.00198629	 0.001048	 0.014256
0.025041	 0.00200615	 0.000896	 0.015152
0.0270672	 0.00202622	 0.000864	 0.016016
0.0291136	 0.00204648	 0.000862	 0.016878
0.0311806	 0.00206694	 0.000873	 0.017751
0.0332682	 0.00208761	 0.000874	 0.018625
0.0353767	 0.00210849	 0.000883	 0.019508
0.0375063	 0.00212957	 0.000908	 0.020416
0.0396571	 0.00215087	 0.000892	 0.021308
0.0418295	 0.00217238	 0.001114	 0.022422
0.0440236	 0.0021941	 0.00108	 0.023502
0.0462397	 0.00221604	 0.001081	 0.024583
0.0484779	 0.0022382	 0.000932	 0.025515
0.0507384	 0.00226058	 0.000925	 0.02644
0.0530216	 0.00228319	 0.000925	 0.027365
0.0553277	 0.00230602	 0.000924	 0.028289
0.0576567	 0.00232908	 0.000931	 0.02922
0.0600091	 0.00235237	 0.000925	 0.030145
0.062385	 0.0023759	 0.00093	 0.031075
0.0647847	 0.00239966	 0.000923	 0.031998
0.0672083	 0.00242365	 0.000922	 0.03292
0.0696562	 0.00244789	 0.000852	 0.033772
0.0721286	 0.00247237	 0.000957	 0.034729
0.0746257	 0.00249709	 0.000959	 0.035688
0.0771477	 0.00252206	 0.000956	 0.036644
0.079695	 0.00254728	 0.000955	 0.037599
0.0822678	 0.00257276	 0.000955	 0.038554
0.0848663	 0.00259848	 0.00096	 0.039514
0.0874907	 0.00262447	 0.000955	 0.040469
0.0901414	 0.00265071	 0.001115	 0.041584
0.0928187	 0.00267722	 0.001041	 0.042625
0.0955227	 0.00270399	 0.000981	 0.043606
0.0982537	 0.00273103	 0.000982	 0.044588
0.101012	 0.00275834	 0.000982	 0.04557
0.103798	 0.00278593	 0.001122	 0.046692
0.106612	 0.00281379	 0.001122	 0.047814
0.109454	 0.00284192	 0.001127	 0.048941
