5	 0.02	 1e-05	 0	 100	   1	 0.00990099	 0.001	 1e-09	 2
0	 0.95
0.00990099	 0.950295
0.019802	 0.950591
0.029703	 0.950885
0.039604	 0.951179
0.049505	 0.951472
0.0594059	 0.951763
0.0693069	 0.952052
0.0792079	 0.95234
0.0891089	 0.952625
0.0990099	 0.952908
0.108911	 0.953187
0.118812	 0.953464
0.128713	 0.953738
0.138614	 0.954007
0.148515	 0.954273
0.158416	 0.954535
0.168317	 0.954793
0.178218	 0.955045
0.188119	 0.955293
0.19802	 0.955536
0.207921	 0.955773
0.217822	 0.956005
0.227723	 0.956231
0.237624	 0.956451
0.247525	 0.956665
0.257426	 0.956872
0.267327	 0.957073
0.277228	 0.957267
0.287129	 0.957454
0.29703	 0.957633
0.306931	 0.957805
0.316832	 0.95797
0.326733	 0.958127
0.336634	 0.958276
0.346535	 0.958417
0.356436	 0.95855
0.366337	 0.958675
0.376238	 0.958791
0.386139	 0.958899
0.39604	 0.958998
0.405941	 0.959088
0.415842	 0.95917
0.425743	 0.959243
0.435644	 0.959306
0.445545	 0.959361
0.455446	 0.959407
0.465347	 0.959444
0.475248	 0.959471
0.485149	 0.95949
0.49505	 0.959499
0.50495	 0.959499
0.514851	 0.95949
0.524752	 0.959471
0.534653	 0.959444
0.544554	 0.959407
0.554455	 0.959361
0.564356	 0.959306
0.574257	 0.959243
0.584158	 0.95917
0.594059	 0.959088
0.60396	 0.958998
0.613861	 0.958899
0.623762	 0.958791
0.633663	 0.958675
0.643564	 0.95855
0.653465	 0.958417
0.663366	 0.958276
0.673267	 0.958127
0.683168	 0.95797
0.693069	 0.957805
0.70297	 0.957633
0.712871	 0.957454
0.722772	 0.957267
0.732673	 0.957073
0.742574	 0.956872
0.752475	 0.956665
0.762376	 0.956451
0.772277	 0.956231
0.782178	 0.956005
0.792079	 0.955773
0.80198	 0.955536
0.811881	 0.955293
0.821782	 0.955045
0.831683	 0.954793
0.841584	 0.954535
0.851485	 0.954273
0.861386	 0.954007
0.871287	 0.953738
0.881188	 0.953464
0.891089	 0.953187
0.90099	 0.952908
0.910891	 0.952625
0.920792	 0.95234
0.930693	 0.952052
0.940594	 0.951763
0.950495	 0.951472
0.960396	 0.951179
0.970297	 0.950885
0.980198	 0.950591
0.990099	 0.950295
